p,dependencies,identifier
0.07307942708333333,1,42477
0.0732421875,1,271387
0.07340494791666667,1,24877
0.07356770833333333,1,132165
0.07373046875,1,21379
0.07389322916666667,1,264293
0.07405598958333333,1,41007
0.07421875,1,63306
0.07438151041666667,1,42504
0.07454427083333333,1,263054
0.07470703125,1,271458
0.07486979166666667,1,3776
0.07503255208333333,1,31679
0.0751953125,1,263396
0.07535807291666667,1,56484
0.07552083333333333,1,1921
0.07568359375,1,22612
0.07584635416666667,1,44542
0.07600911458333333,1,50128
0.076171875,1,209014
0.07633463541666667,1,51747
0.07649739583333333,1,327829
0.07666015625,1,13750
0.07682291666666667,1,52772
0.07698567708333333,1,200675
0.0771484375,1,60651
0.07731119791666667,1,33392
0.07747395833333333,1,38917
0.07763671875,1,14821
0.07779947916666667,1,11187
0.07796223958333333,1,42852
0.078125,1,262689
0.07828776041666667,1,270766
0.07845052083333333,1,328114
0.07861328125,1,271019
0.07877604166666667,1,53006
0.07893880208333333,1,16262
0.0791015625,1,201178
0.07926432291666667,1,29194
0.07942708333333333,1,7616
0.07958984375,1,43576
0.07975260416666667,1,36324
0.07991536458333333,1,44546
0.080078125,1,394352
0.08024088541666667,1,42013
0.08040364583333333,1,135258
0.08056640625,1,8970
0.08072916666666667,1,23756
0.08089192708333333,1,28165
0.0810546875,1,55259
0.08121744791666667,1,138874
0.08138020833333333,1,61124
0.08154296875,1,32162
0.08170572916666667,1,47886
0.08186848958333333,1,35213
0.08203125,1,263589
0.08219401041666667,1,14813
0.08235677083333333,1,39948
0.08251953125,1,267699
0.08268229166666667,1,11831
0.08284505208333333,1,33923
0.0830078125,1,12324
0.08317057291666667,1,138156
0.08333333333333333,1,15502
0.08349609375,1,59919
0.08365885416666667,1,45044
0.08382161458333333,1,37385
0.083984375,1,45062
0.08414713541666667,1,12701
0.08430989583333333,1,55792
0.08447265625,1,135511
0.08463541666666667,1,45415
0.08479817708333333,1,47513
0.0849609375,1,263793
0.08512369791666667,1,264954
0.08528645833333333,1,59332
0.08544921875,1,9112
0.08561197916666667,1,56197
0.08577473958333333,1,35019
0.0859375,1,271060
0.08610026041666667,1,10466
0.08626302083333333,1,37504
0.08642578125,1,20257
0.08658854166666667,1,30666
0.08675130208333333,1,262607
0.0869140625,1,29657
0.08707682291666667,1,48921
0.08723958333333333,1,30889
0.08740234375,1,395576
0.08756510416666667,1,265445
0.08772786458333333,1,6723
0.087890625,1,51528
0.08805338541666667,1,399404
0.08821614583333333,1,30549
0.08837890625,1,20081
0.08854166666666667,1,132449
0.08870442708333333,1,47935
0.0888671875,1,7057
0.08902994791666667,1,37611
0.08919270833333333,1,50369
0.08935546875,1,50572
0.08951822916666667,1,32934
0.08968098958333333,1,43440
0.08984375,1,200819
0.09000651041666667,1,399521
0.09016927083333333,1,34312
0.09033203125,1,265759
0.09049479166666667,1,57752
0.09065755208333333,1,10118
0.0908203125,1,262623
0.09098307291666667,1,54290
0.09114583333333333,1,11115
0.09130859375,1,136377
0.09147135416666667,1,14288
0.09163411458333333,1,4594
0.091796875,1,39422
0.09195963541666667,1,50949
0.09212239583333333,1,12581
0.09228515625,1,264322
0.09244791666666667,1,46811
0.09261067708333333,1,54489
0.0927734375,1,23749
0.09293619791666667,1,135516
0.09309895833333333,1,49009
0.09326171875,1,56239
0.09342447916666667,1,51764
0.09358723958333333,1,137074
0.09375,1,395400
0.09391276041666667,1,135273
0.09407552083333333,1,58868
0.09423828125,1,5538
0.09440104166666667,1,265912
0.09456380208333333,1,135449
0.0947265625,1,31621
0.09488932291666667,1,27951
0.09505208333333333,1,265147
0.09521484375,1,31798
0.09537760416666667,1,199236
0.09554036458333333,1,13000
0.095703125,1,200161
0.09586588541666667,1,262448
0.09602864583333333,1,47480
0.09619140625,1,7250
0.09635416666666667,1,37442
0.09651692708333333,1,266502
0.0966796875,1,399541
0.09684244791666667,1,2707
0.09700520833333333,1,28169
0.09716796875,1,17303
0.09733072916666667,1,52323
0.09749348958333333,1,24951
0.09765625,1,6407
0.09781901041666667,1,200738
0.09798177083333333,1,266371
0.09814453125,1,3238
0.09830729166666667,1,269580
0.09847005208333333,1,12150
0.0986328125,1,134922
0.09879557291666667,1,22411
0.09895833333333333,1,201730
0.09912109375,1,48417
0.09928385416666667,1,263445
0.09944661458333333,1,198545
0.099609375,1,268200
0.09977213541666667,1,28757
0.09993489583333333,1,37697
0.10009765625,1,49120
0.10026041666666667,1,64027
0.10042317708333333,1,141083
0.1005859375,1,204092
0.10074869791666667,1,135352
0.10091145833333333,1,51548
0.10107421875,1,52626
0.10123697916666667,1,134375
0.10139973958333333,1,24229
0.1015625,1,2510
0.10172526041666667,1,25310
0.10188802083333333,1,4760
0.10205078125,1,137406
0.10221354166666667,1,34863
0.10237630208333333,1,264013
0.1025390625,1,9039
0.10270182291666667,1,37286
0.10286458333333333,1,203828
0.10302734375,1,24577
0.10319010416666667,1,263411
0.10335286458333333,1,136322
0.103515625,1,45891
0.10367838541666667,1,263945
0.10384114583333333,1,52639
0.10400390625,1,262970
0.10416666666666667,1,268985
0.10432942708333333,1,11402
0.1044921875,1,46860
0.10465494791666667,1,263526
0.10481770833333333,1,16300
0.10498046875,1,41653
0.10514322916666667,1,140454
0.10530598958333333,1,37280
0.10546875,1,60738
0.10563151041666667,1,59710
0.10579427083333333,1,12212
0.10595703125,1,28352
0.10611979166666667,1,200509
0.10628255208333333,1,59362
0.1064453125,1,270399
0.10660807291666667,1,58278
0.10677083333333333,1,398053
0.10693359375,1,213113
0.10709635416666667,1,201298
0.10725911458333333,1,58495
0.107421875,1,62267
0.10758463541666667,1,7194
0.10774739583333333,1,32068
0.10791015625,1,200594
0.10807291666666667,1,31078
0.10823567708333333,1,3599
0.1083984375,1,26292
0.10856119791666667,1,6703
0.10872395833333333,1,265777
0.10888671875,1,49889
0.10904947916666667,1,15670
0.10921223958333333,1,57033
0.109375,1,61754
0.10953776041666667,1,28103
0.10970052083333333,1,23188
0.10986328125,1,266034
0.11002604166666667,1,264539
0.11018880208333333,1,11814
0.1103515625,1,30985
0.11051432291666667,1,23829
0.11067708333333333,1,53066
0.11083984375,1,3132
0.11100260416666667,1,61251
0.11116536458333333,1,12455
0.111328125,1,37688
0.11149088541666667,1,37004
0.11165364583333333,1,20545
0.11181640625,1,9153
0.11197916666666667,1,266470
0.11214192708333333,1,42699
0.1123046875,1,57111
0.11246744791666667,1,131471
0.11263020833333333,1,267470
0.11279296875,1,24590
0.11295572916666667,1,37677
0.11311848958333333,1,41877
0.11328125,1,28252
0.11344401041666667,1,3836
0.11360677083333333,1,61582
0.11376953125,1,9308
0.11393229166666667,1,30936
0.11409505208333333,1,201601
0.1142578125,1,59179
0.11442057291666667,1,136515
0.11458333333333333,1,395597
0.11474609375,1,60582
0.11490885416666667,1,41230
0.11507161458333333,1,200533
0.115234375,1,60670
0.11539713541666667,1,28832
0.11555989583333333,1,46446
0.11572265625,1,18931
0.11588541666666667,1,36909
0.11604817708333333,1,133724
0.1162109375,1,22334
0.11637369791666667,1,262634
0.11653645833333333,1,38493
0.11669921875,1,62142
0.11686197916666667,1,133073
0.11702473958333333,1,133997
0.1171875,1,1351
0.11735026041666667,1,51685
0.11751302083333333,1,39289
0.11767578125,1,271403
0.11783854166666667,1,203308
0.11800130208333333,1,14709
0.1181640625,1,266060
0.11832682291666667,1,25148
0.11848958333333333,1,14427
0.11865234375,1,17931
0.11881510416666667,1,137677
0.11897786458333333,1,23884
0.119140625,1,267553
0.11930338541666667,1,37650
0.11946614583333333,1,29303
0.11962890625,1,63526
0.11979166666666667,1,271208
0.11995442708333333,1,42772
0.1201171875,1,36913
0.12027994791666667,1,819
0.12044270833333333,1,12924
0.12060546875,1,42579
0.12076822916666667,1,25273
0.12093098958333333,1,140586
0.12109375,1,7420
0.12125651041666667,1,267373
0.12141927083333333,1,269092
0.12158203125,1,210644
0.12174479166666667,1,136306
0.12190755208333333,1,48024
0.1220703125,1,48129
0.12223307291666667,1,5379
0.12239583333333333,1,49561
0.12255859375,1,198004
0.12272135416666667,1,13189
0.12288411458333333,1,15541
0.123046875,1,199230
0.12320963541666667,1,35761
0.12337239583333333,1,9526
0.12353515625,1,52971
0.12369791666666667,1,43476
0.12386067708333333,1,21479
0.1240234375,1,134014
0.12418619791666667,1,202932
0.12434895833333333,1,44575
0.12451171875,1,42087
0.12467447916666667,1,267452
0.12483723958333333,1,54103
0.125,1,18840
0.12516276041666666,1,25999
0.12532552083333334,1,133403
0.12548828125,1,29114
0.12565104166666666,1,36225
0.12581380208333334,1,34783
0.1259765625,1,268085
0.12613932291666666,1,34555
0.12630208333333334,1,9593
0.12646484375,1,38714
0.12662760416666666,1,18125
0.12679036458333334,1,9676
0.126953125,1,328469
0.12711588541666666,1,61430
0.12727864583333334,1,43317
0.12744140625,1,26860
0.12760416666666666,1,328581
0.12776692708333334,1,11178
0.1279296875,1,29555
0.12809244791666666,1,19570
0.12825520833333334,1,20963
0.12841796875,1,14866
0.12858072916666666,1,132972
0.12874348958333334,1,63199
0.12890625,1,209181
0.12906901041666666,1,140736
0.12923177083333334,1,58540
0.12939453125,1,42929
0.12955729166666666,1,206067
0.12972005208333334,1,61584
0.1298828125,1,263443
0.13004557291666666,1,28707
0.13020833333333334,1,43142
0.13037109375,1,327935
0.13053385416666666,1,205216
0.13069661458333334,1,30264
0.130859375,1,263686
0.13102213541666666,1,43646
0.13118489583333334,1,6482
0.13134765625,1,269673
0.13151041666666666,1,395748
0.13167317708333334,1,50716
0.1318359375,1,54329
0.13199869791666666,1,35612
0.13216145833333334,1,266475
0.13232421875,1,32477
0.13248697916666666,1,265096
0.13264973958333334,1,22549
0.1328125,1,36915
0.13297526041666666,1,204995
0.13313802083333334,1,42896
0.13330078125,1,45630
0.13346354166666666,1,270587
0.13362630208333334,1,262873
0.1337890625,1,57608
0.13395182291666666,1,28738
0.13411458333333334,1,62166
0.13427734375,1,18121
0.13444010416666666,1,197826
0.13460286458333334,1,61719
0.134765625,1,16211
0.13492838541666666,1,267685
0.13509114583333334,1,266401
0.13525390625,1,6332
0.13541666666666666,1,8443
0.13557942708333334,1,44622
0.1357421875,1,42162
0.13590494791666666,1,197558
0.13606770833333334,1,60691
0.13623046875,1,44963
0.13639322916666666,1,42498
0.13655598958333334,1,197882
0.13671875,1,135234
0.13688151041666666,1,268762
0.13704427083333334,1,263693
0.13720703125,1,43658
0.13736979166666666,1,29765
0.13753255208333334,1,43708
0.1376953125,1,34080
0.13785807291666666,1,17911
0.13802083333333334,1,200043
0.13818359375,1,137020
0.13834635416666666,1,7557
0.13850911458333334,1,51155
0.138671875,1,196610
0.13883463541666666,1,3324
0.13899739583333334,1,61775
0.13916015625,1,262972
0.13932291666666666,1,269263
0.13948567708333334,1,29974
0.1396484375,1,139922
0.13981119791666666,1,265391
0.13997395833333334,1,262872
0.14013671875,1,60255
0.14029947916666666,1,31914
0.14046223958333334,1,48223
0.140625,1,45710
0.14078776041666666,1,32653
0.14095052083333334,1,34971
0.14111328125,1,58945
0.14127604166666666,1,267343
0.14143880208333334,1,10208
0.1416015625,1,16205
0.14176432291666666,1,8232
0.14192708333333334,1,52993
0.14208984375,1,203385
0.14225260416666666,1,263250
0.14241536458333334,1,4193
0.142578125,1,198424
0.14274088541666666,1,46491
0.14290364583333334,1,199939
0.14306640625,1,40355
0.14322916666666666,1,11367
0.14339192708333334,1,34974
0.1435546875,1,41082
0.14371744791666666,1,8002
0.14388020833333334,1,58464
0.14404296875,1,7091
0.14420572916666666,1,268186
0.14436848958333334,1,45780
0.14453125,1,8902
0.14469401041666666,1,45766
0.14485677083333334,1,212263
0.14501953125,1,10229
0.14518229166666666,1,398646
0.14534505208333334,1,267416
0.1455078125,1,56252
0.14567057291666666,1,20850
0.14583333333333334,1,603
0.14599609375,1,21513
0.14615885416666666,1,38858
0.14632161458333334,1,21409
0.146484375,1,43148
0.14664713541666666,1,45926
0.14680989583333334,1,24506
0.14697265625,1,3908
0.14713541666666666,1,63296
0.14729817708333334,1,133957
0.1474609375,1,8763
0.14762369791666666,1,14472
0.14778645833333334,1,61287
0.14794921875,1,31514
0.14811197916666666,1,24691
0.14827473958333334,1,57420
0.1484375,1,132976
0.14860026041666666,1,131127
0.14876302083333334,1,197035
0.14892578125,1,24945
0.14908854166666666,1,7671
0.14925130208333334,1,136908
0.1494140625,1,137532
0.14957682291666666,1,267512
0.14973958333333334,1,52253
0.14990234375,1,41006
0.15006510416666666,1,39603
0.15022786458333334,1,131755
0.150390625,1,54578
0.15055338541666666,1,28000
0.15071614583333334,1,31662
0.15087890625,1,18705
0.15104166666666666,1,23367
0.15120442708333334,1,42020
0.1513671875,1,394903
0.15152994791666666,1,6820
0.15169270833333334,1,132653
0.15185546875,1,47569
0.15201822916666666,1,2721
0.15218098958333334,1,37196
0.15234375,1,263725
0.15250651041666666,1,132405
0.15266927083333334,1,135851
0.15283203125,1,269236
0.15299479166666666,1,266094
0.15315755208333334,1,203816
0.1533203125,1,14333
0.15348307291666666,1,52638
0.15364583333333334,1,17707
0.15380859375,1,328490
0.15397135416666666,1,141592
0.15413411458333334,1,137996
0.154296875,1,139014
0.15445963541666666,1,49342
0.15462239583333334,1,263535
0.15478515625,1,270512
0.15494791666666666,1,266784
0.15511067708333334,1,52557
0.1552734375,1,56864
0.15543619791666666,1,8839
0.15559895833333334,1,41710
0.15576171875,1,42187
0.15592447916666666,1,396420
0.15608723958333334,1,30925
0.15625,1,18379
0.15641276041666666,1,52683
0.15657552083333334,1,266423
0.15673828125,1,38726
0.15690104166666666,1,43281
0.15706380208333334,1,327898
0.1572265625,1,201236
0.15738932291666666,1,26609
0.15755208333333334,1,22616
0.15771484375,1,23136
0.15787760416666666,1,35026
0.15804036458333334,1,30663
0.158203125,1,13126
0.15836588541666666,1,6856
0.15852864583333334,1,39293
0.15869140625,1,137166
0.15885416666666666,1,198930
0.15901692708333334,1,61834
0.1591796875,1,141107
0.15934244791666666,1,45707
0.15950520833333334,1,9601
0.15966796875,1,44265
0.15983072916666666,1,7131
0.15999348958333334,1,35033
0.16015625,1,41697
0.16031901041666666,1,394256
0.16048177083333334,1,48294
0.16064453125,1,198611
0.16080729166666666,1,61681
0.16097005208333334,1,56737
0.1611328125,1,397803
0.16129557291666666,1,197078
0.16145833333333334,1,132389
0.16162109375,1,394195
0.16178385416666666,1,7806
0.16194661458333334,1,48092
0.162109375,1,35407
0.16227213541666666,1,19255
0.16243489583333334,1,50254
0.16259765625,1,395368
0.16276041666666666,1,134371
0.16292317708333334,1,196897
0.1630859375,1,41009
0.16324869791666666,1,48854
0.16341145833333334,1,52935
0.16357421875,1,266989
0.16373697916666666,1,37223
0.16389973958333334,1,48323
0.1640625,1,36295
0.16422526041666666,1,39572
0.16438802083333334,1,29355
0.16455078125,1,132581
0.16471354166666666,1,134141
0.16487630208333334,1,45346
0.1650390625,1,21686
0.16520182291666666,1,38887
0.16536458333333334,1,394233
0.16552734375,1,28257
0.16569010416666666,1,31507
0.16585286458333334,1,11417
0.166015625,1,37254
0.16617838541666666,1,1270
0.16634114583333334,1,45400
0.16650390625,1,138760
0.16666666666666666,1,262952
0.16682942708333334,1,18897
0.1669921875,1,43418
0.16715494791666666,1,399788
0.16731770833333334,1,42763
0.16748046875,1,57842
0.16764322916666666,1,393626
0.16780598958333334,1,56272
0.16796875,1,394284
0.16813151041666666,1,16698
0.16829427083333334,1,21694
0.16845703125,1,59516
0.16861979166666666,1,265980
0.16878255208333334,1,31033
0.1689453125,1,25764
0.16910807291666666,1,17763
0.16927083333333334,1,37661
0.16943359375,1,61275
0.16959635416666666,1,29304
0.16975911458333334,1,265620
0.169921875,1,264763
0.17008463541666666,1,19740
0.17024739583333334,1,328303
0.17041015625,1,45235
0.17057291666666666,1,268443
0.17073567708333334,1,52695
0.1708984375,1,6954
0.17106119791666666,1,271355
0.17122395833333334,1,36408
