asn,count,cc
1,5,BR;CA;FI;US;ZA
2,8,BR;BZ;DE;IN;PL;RU;UA;US
3,3,BR;PL;US
4,3,BR;PL;US
5,1,BR
6,1,US
7,1,GB
8,1,US
9,2,IN;US
11,1,ID
12,1,US
13,1,US
14,1,US
16,1,US
17,1,US
18,1,US
19,1,US
20,1,US
21,1,US
22,1,US
24,1,US
25,1,US
26,1,US
27,1,US
29,1,US
30,1,US
31,1,US
32,1,US
33,1,US
34,1,US
35,1,US
37,1,US
38,1,US
42,12,AR;CA;CH;DK;EE;FR;IQ;LU;MU;NC;SM;US
43,1,US
44,1,US
45,1,US
46,1,US
47,1,US
48,1,US
49,1,US
50,1,US
51,1,US
52,1,US
55,1,US
56,1,US
57,1,US
59,1,US
62,1,US
63,1,US
65,1,US
68,1,US
70,1,US
71,1,US
72,2,GB;US
73,1,US
75,1,US
77,1,US
78,1,US
81,1,US
82,1,US
84,1,US
85,1,US
87,1,US
88,1,US
89,1,US
91,1,US
92,1,US
93,1,US
97,1,US
98,1,US
100,1,US
101,1,US
102,1,US
103,1,US
104,1,US
106,1,US
108,1,US
109,3,CN;IL;US
111,1,US
112,1,US
116,1,US
118,1,US
121,1,US
122,1,US
125,2,IN;US
127,1,US
131,1,US
132,1,US
137,1,IT
138,1,US
140,1,US
147,1,US
149,1,US
153,1,US
156,1,US
157,1,US
158,8,AU;CH;DK;ES;FI;GB;SE;US
159,1,US
160,1,US
161,1,US
166,1,US
167,1,US
170,1,US
173,1,JP
174,33,AE;AR;AT;AU;BE;BG;BR;CA;CN;CY;CZ;DE;DK;ES;FR;GB;GY;HK;IE;IR;LV;NL;NZ;RO;RU;SC;SE;SG;SI;TR;UA;US;ZA
186,1,US
187,2,NP;US
188,1,US
190,1,US
194,1,US
195,1,US
196,1,US
202,1,US
203,7,BG;BR;CY;DE;EC;GB;US
205,1,US
206,1,US
209,4,CA;DE;HK;US
210,1,US
213,1,US
217,1,US
220,1,US
223,1,US
224,1,NO
225,1,US
226,1,US
228,1,US
229,1,US
231,1,US
237,1,US
239,1,CA
243,1,US
250,2,BE;DE
252,1,US
254,1,US
257,1,US
258,1,US
260,3,IT;NL;US
262,1,US
264,1,US
267,2,AU;US
268,1,US
270,2,RU;US
271,1,CA
272,1,US
273,1,US
275,1,US
278,1,MX
283,1,US
288,1,DE
289,1,US
291,1,US
292,1,US
293,1,US
297,1,US
299,1,US
300,1,US
301,1,DK
302,1,US
306,1,US
307,1,US
308,1,US
309,1,US
310,1,US
311,1,US
312,1,US
313,1,US
316,1,US
317,1,US
319,1,US
320,1,US
321,1,US
322,1,US
323,1,US
324,1,US
325,1,US
326,1,US
327,1,US
328,1,US
329,1,US
331,1,US
334,1,US
335,1,US
336,1,US
337,1,US
338,1,US
339,1,US
340,1,US
341,1,US
342,1,US
343,1,US
344,1,US
345,1,US
346,1,US
347,1,US
348,1,US
349,1,US
350,1,US
351,1,US
352,1,US
353,1,US
355,1,US
356,1,US
357,1,US
358,1,US
359,1,US
360,1,US
361,1,US
362,1,US
364,1,US
365,1,US
366,1,US
367,1,US
368,1,US
369,1,US
370,1,US
371,1,US
372,1,US
375,1,FI
376,1,CA
377,1,US
378,1,IL
383,1,US
385,1,US
386,1,US
391,1,US
398,1,US
399,1,US
400,1,US
409,2,NG;US
427,1,US
440,1,US
441,1,US
450,1,US
452,1,US
456,1,US
490,1,US
500,1,US
510,1,US
511,1,US
513,1,CH
514,1,US
518,1,US
531,1,US
542,1,CA
543,1,US
545,1,US
546,1,US
549,1,CA
553,2,DE;EU
555,1,US
557,1,US
559,2,CH;LI
560,1,US
565,1,FI
571,1,US
572,1,US
577,2,CA;US
589,1,US
596,1,US
598,1,US
600,1,US
603,2,CA;US
606,1,US
607,1,US
611,1,CA
615,1,US
616,1,US
619,1,US
627,1,US
634,1,US
636,1,US
637,1,US
647,1,US
656,1,US
664,1,US
665,1,US
668,1,US
670,1,US
671,1,US
672,1,US
673,1,US
675,1,US
676,1,AR
679,1,AT
680,4,DE;EU;GB;US
681,1,NZ
683,1,US
687,1,US
688,1,US
693,1,US
698,1,US
701,5,AR;CA;CH;FI;US
702,20,AT;BE;CH;CZ;DE;DK;ES;FI;FR;GB;GR;HU;IE;IT;NL;NO;PL;PT;SE;US
703,11,AU;GB;GU;HK;IN;JP;KR;SE;SG;TW;US
705,1,US
706,1,US
714,3,IE;SG;US
715,3,JP;MU;US
719,4,FI;NL;SE;US
721,1,US
722,1,US
744,1,US
745,1,US
747,1,US
749,3,CH;IT;US
760,1,AT
764,1,FI
766,1,ES
768,1,US
773,1,US
775,1,FR
776,1,FR
777,1,FR
780,1,US
781,1,FR
782,1,FR
784,1,US
786,3,GB;IE;RU
789,1,FR
792,2,SE;US
793,1,US
797,1,US
800,5,AU;CA;GB;US;ZA
802,1,CA
803,2,CA;US
806,1,CA
807,2,GB;US
808,1,CA
809,1,US
812,3,CA;GB;US
813,2,CA;US
818,1,CA
819,1,CA
820,1,CA
822,1,CA
823,1,CA
833,2,CA;US
834,30,AM;AT;AU;BD;BG;CA;CH;CY;DE;EE;ES;FR;GB;GE;HK;ID;IL;IR;IT;KZ;LT;NL;PK;PL;PR;PS;SI;TR;UA;US
835,1,CA
837,1,CA
843,1,CA
852,4,AU;CA;NL;US
855,3,CA;FR;US
857,1,CA
858,1,CA
859,1,CA
860,1,CA
861,1,CA
862,1,CA
863,1,CA
864,1,CA
865,1,CA
866,1,CA
867,1,CA
868,1,CA
869,1,CA
870,1,CA
871,1,CA
872,1,CA
873,1,CA
874,1,CA
875,1,CA
876,1,CA
877,1,CA
878,1,CA
879,1,CA
880,1,CA
881,1,CA
882,1,CA
883,1,CA
884,1,CA
885,1,CA
892,1,US
896,1,US
901,1,US
906,2,HK;US
910,1,US
916,1,US
917,1,US
918,1,US
922,1,CA
923,1,US
924,1,US
926,2,NZ;US
929,1,US
933,1,CA
935,1,US
939,1,US
940,1,US
945,5,DE;GB;NZ;SC;US
948,1,US
949,4,DE;EE;NL;US
950,1,US
951,1,US
952,1,US
955,1,US
956,2,GB;US
957,1,US
958,2,CA;US
959,1,US
961,1,US
964,1,US
967,1,CA
968,1,US
969,1,US
970,1,CA
971,1,US
972,1,US
973,1,US
976,1,US
979,1,US
980,1,US
982,1,US
983,1,HK
984,3,CN;MU;US
987,1,US
989,1,US
990,1,US
992,1,US
994,1,US
996,7,CN;DE;RU;SC;UA;US;ZA
997,1,HK
998,1,US
1001,1,US
1002,1,US
1003,1,US
1004,1,US
1015,1,NL
1017,1,US
1018,1,US
1020,1,US
1021,1,US
1023,1,US
1024,1,CA
1025,1,US
1030,1,US
1035,1,US
1040,1,RU
1043,1,CA
1050,1,US
1052,1,US
1055,1,US
1057,1,US
1058,1,US
1062,1,US
1065,1,US
1075,1,US
1076,1,CA
1080,1,US
1086,1,US
1101,2,NL;US
1102,1,NL
1103,1,NL
1104,1,NL
1109,1,AT
1110,1,AT
1111,1,AT
1112,1,AT
1113,1,AT
1114,1,AT
1115,1,AT
1117,1,AT
1120,1,AT
1124,1,NL
1126,1,NL
1128,1,NL
1133,1,NL
1136,4,DE;NL;PL;US
1140,1,NL
1152,1,NL
1161,1,NL
1197,1,IE
1200,1,NL
1201,1,US
1204,1,US
1205,1,AT
1206,1,US
1207,1,US
1208,1,US
1213,2,IE;US
1215,2,SE;US
1216,2,SE;US
1217,5,AU;IN;SE;SG;US
1218,1,US
1219,1,US
1221,8,AU;DE;GB;IN;NL;PG;SE;US
1222,1,US
1224,1,US
1225,1,US
1226,1,US
1234,1,FI
1236,1,US
1237,1,KR
1239,46,AE;AT;AU;BE;BG;BR;CA;CH;CN;CY;CZ;DE;DK;EE;ES;FR;GB;GE;HU;IE;IL;IN;IR;IT;KY;KZ;LT;LV;MD;MU;NL;PK;PL;PR;RO;RS;RU;SC;SE;SI;TR;UA;US;VE;VG;ZA
1241,3,AE;GR;PA
1246,1,US
1248,2,NL;US
1249,1,US
1251,1,BR
1252,1,US
1255,1,US
1256,1,US
1257,5,DE;EE;GB;SE;US
1258,1,US
1261,1,US
1265,1,US
1267,3,IT;NL;US
1270,1,DE
1271,1,DE
1273,8,DE;ES;FR;GB;HK;IE;SE;US
1277,1,US
1280,1,US
1286,1,US
1287,1,US
1289,1,US
1290,1,GB
1293,2,CH;US
1294,1,US
1299,14,CA;DE;FI;FR;GB;IR;LT;NL;NZ;SA;SE;TR;UA;US
1301,1,FR
1303,1,FR
1307,1,FR
1311,2,CH;US
1312,1,US
1313,1,US
1315,1,US
1321,1,US
1323,1,US
1325,1,US
1326,1,US
1339,1,US
1341,1,US
1342,1,FI
1347,1,US
1348,1,US
1350,1,US
1351,1,US
1355,1,US
1358,1,US
1360,1,US
1378,1,US
1379,1,US
1380,1,US
1383,1,US
1399,1,US
1401,1,US
1403,1,CA
1406,1,US
1407,1,US
1410,1,US
1411,1,US
1412,1,US
1414,1,US
1415,1,US
1416,1,US
1419,1,US
1420,1,US
1421,1,US
1422,1,US
1423,1,US
1426,1,US
1427,1,US
1428,1,US
1430,1,US
1432,1,US
1435,1,US
1436,1,US
1437,1,US
1438,1,US
1439,1,US
1440,1,US
1441,1,US
1442,1,US
1443,1,US
1444,1,US
1445,1,US
1446,1,US
1447,1,US
1448,1,US
1449,2,SG;US
1452,1,US
1458,1,US
1461,1,US
1462,1,US
1466,1,US
1468,1,US
1475,1,US
1477,1,US
1479,1,US
1480,1,US
1483,1,US
1491,1,US
1493,1,US
1501,1,US
1502,1,US
1503,1,US
1506,1,US
1508,1,US
1510,1,US
1516,1,US
1519,1,US
1527,1,US
1530,1,US
1531,1,US
1533,1,US
1539,1,US
1541,1,US
1544,1,US
1547,1,MD
1551,1,US
1553,1,US
1554,1,US
1555,1,US
1556,1,US
1559,1,US
1561,1,US
1562,1,US
1563,1,US
1565,1,US
1566,1,US
1567,1,US
1568,1,US
1580,1,US
1585,1,US
1586,1,US
1590,1,US
1600,1,US
1602,1,US
1603,1,US
1604,1,CA
1605,1,US
1606,1,US
1609,1,US
1610,1,US
1611,1,US
1612,1,US
1614,1,US
1615,1,US
1616,1,US
1617,1,US
1618,1,US
1620,1,US
1621,1,US
1622,1,US
1625,1,US
1627,1,US
1631,1,US
1632,1,US
1633,1,CA
1634,1,CA
1635,1,US
1636,1,US
1637,1,US
1638,1,US
1640,1,US
1641,1,US
1642,1,US
1643,1,US
1645,1,CA
1646,1,US
1647,1,US
1648,1,US
1649,1,US
1650,1,US
1651,1,US
1652,1,US
1653,3,DK;SE;US
1654,2,GB;SE
1657,1,US
1659,1,TW
1661,4,DE;GB;NL;US
1663,1,US
1666,1,US
1676,1,US
1678,1,US
1680,5,IL;NL;PS;RU;US
1689,5,AU;DE;HK;NL;US
1696,2,CH;US
1699,5,AU;DE;GB;HK;US
1700,1,US
1701,1,US
1702,1,US
1704,1,KR
1706,1,US
1712,1,FR
1715,1,FR
1724,1,FR
1729,1,SE
1730,1,CA
1733,1,US
1734,1,US
1736,1,US
1738,1,FI
1741,1,FI
1742,1,US
1746,1,US
1747,1,US
1751,1,US
1754,1,DE
1756,1,IR
1757,1,US
1759,7,AT;CH;FI;FR;NL;SE;US
1761,1,US
1764,3,AT;DE;US
1766,1,US
1767,1,US
1770,1,NO
1771,1,NO
1772,1,US
1776,1,AT
1777,1,US
1780,1,FI
1781,1,KR
1782,1,US
1785,1,US
1787,1,US
1789,1,US
1790,3,BE;NL;US
1797,1,UY
1798,1,US
1809,1,US
1818,1,US
1819,1,US
1820,3,PL;UA;US
1821,1,US
1823,1,US
1824,1,CA
1825,1,US
1826,1,US
1827,1,US
1828,4,GB;HK;US;ZA
1830,1,US
1831,1,MX
1832,1,US
1835,1,DK
1836,2,CH;DE
1837,2,BE;NL
1840,1,MX
1842,1,US
1843,1,US
1848,1,US
1850,1,IS
1851,1,AU
1852,1,US
1853,1,AT
1855,1,US
1874,1,US
1878,2,SE;US
1880,2,SE;US
1881,1,SE
1882,1,SE
1885,1,TR
1886,2,HR;US
1887,1,PL
1888,1,NL
1897,1,PT
1898,1,DE
1901,1,AT
1902,4,HR;HU;PL;SK
1904,1,US
1906,1,US
1907,1,US
1908,1,US
1909,1,US
1911,1,US
1913,1,US
1916,1,BR
1921,2,AT;SE
1926,1,FI
1929,1,US
1930,1,PT
1931,1,US
1932,1,US
1935,1,FR
1938,1,FR
1942,1,FR
1945,1,FR
1955,1,HU
1956,1,US
1958,1,US
1959,1,US
1965,1,US
1967,1,TR
1968,1,US
1970,1,US
1974,1,US
1975,1,US
1982,1,US
1983,1,US
1996,1,US
1998,1,US
1999,1,US
2002,1,US
2003,1,US
2011,1,US
2012,1,HU
2013,1,US
2015,1,US
2018,1,ZA
2020,1,US
2021,1,US
2024,1,US
2025,1,US
2027,1,FR
2030,1,US
2031,1,US
2033,1,US
2036,1,AT
2037,1,US
2041,1,US
2042,2,CN;HK
2043,1,NL
2044,1,US
2046,1,US
2047,2,CH;US
2048,1,US
2055,1,US
2060,1,FR
2067,1,FR
2088,1,FR
2089,1,FR
2094,1,FR
2103,1,FR
2107,1,SI
2108,1,HR
2110,1,IE
2111,1,BG
2114,1,ES
2116,2,NO;SE
2117,1,DE
2118,1,CZ
2119,4,IT;NL;NO;SE
2128,1,IE
2129,1,US
2134,3,ES;GB;MX
2140,1,US
2143,1,US
2145,1,US
2147,1,GB
2148,1,RU
2149,1,US
2152,1,US
2158,1,US
2159,2,FR;US
2161,1,US
2162,1,US
2164,1,US
2165,1,US
2166,1,US
2173,1,US
2187,1,FR
2198,1,FR
2199,1,FR
2200,1,FR
2202,1,FR
2259,1,FR
2263,1,FR
2269,1,FR
2274,1,US
2278,1,FR
2280,1,FR
2281,2,FR;IE
2285,1,FR
2300,1,FR
2379,1,US
2381,1,US
2384,1,US
2385,1,KR
2386,6,CA;CH;CL;GB;PR;US
2426,1,FR
2439,1,FR
2445,1,FR
2450,1,FR
2457,1,FR
2470,1,FR
2471,1,FR
2472,1,FR
2484,1,FR
2485,1,FR
2486,1,FR
2488,1,AT
2494,1,AT
2495,1,US
2496,1,US
2497,2,JP;US
2500,1,JP
2501,1,JP
2504,1,JP
2505,1,JP
2506,1,JP
2508,1,JP
2510,1,JP
2511,1,JP
2512,1,JP
2513,1,JP
2514,3,HK;JP;US
2515,1,JP
2516,3,DE;JP;US
2518,1,JP
2519,4,HK;JP;KH;US
2522,1,JP
2523,1,JP
2526,1,JP
2527,1,JP
2532,1,US
2534,2,CH;US
2535,3,DE;GB;US
2539,1,US
2544,1,US
2546,1,GR
2547,1,HU
2549,1,MX
2552,1,US
2553,1,US
2554,1,JP
2559,2,GB;US
2560,1,US
2561,1,EG
2562,1,US
2563,1,KR
2567,1,US
2568,1,CA
2570,1,NZ
2571,2,CZ;US
2572,1,US
2575,1,US
2576,1,US
2577,1,US
2578,1,CZ
2579,1,US
2585,1,RU
2586,2,EE;NL
2587,1,RU
2588,1,LV
2589,1,GB
2590,1,PL
2592,1,TR
2593,1,IT
2594,1,IT
2595,1,IT
2597,1,IT
2598,1,IT
2600,1,TR
2601,1,UA
2602,1,LU
2603,2,DK;SE
2606,1,ES
2607,1,SK
2609,1,TN
2611,2,BE;EU
2612,1,CH
2613,1,CH
2614,2,DE;RO
2615,1,US
2621,1,US
2631,1,US
2635,8,AU;BR;CA;GB;IE;IN;US;ZA
2636,1,US
2637,1,US
2639,2,GB;US
2640,1,US
2641,1,US
2642,1,US
2643,1,RU
2646,1,US
2647,1,US
2648,1,US
2650,1,US
2653,1,CA
2665,1,CA
2675,1,CA
2682,1,CA
2683,1,RU
2685,2,CA;US
2686,6,BE;DE;GB;NL;SE;US
2687,10,AU;DE;GB;HK;JP;NL;NZ;SE;SG;US
2688,2,AR;US
2695,1,US
2697,1,IN
2698,1,US
2701,1,US
2703,1,US
2705,1,US
2706,1,HK
2707,1,US
2708,1,MX
2711,1,US
2715,1,BR
2716,1,BR
2721,1,US
2722,1,US
2723,2,GB;US
2726,1,US
2727,1,US
2728,1,US
2731,1,US
2732,1,US
2733,1,US
2734,1,US
2735,1,CA
2738,1,US
2740,1,AI
2749,1,US
2756,1,AU
2764,2,AU;US
2768,1,US
2769,1,US
2773,2,DE;US
2792,1,DE
2799,1,SE
2818,1,GB
2821,1,PL
2822,1,DE
2824,1,US
2827,1,US
2828,2,CA;US
2830,8,DE;FI;FR;GB;IE;IT;NL;US
2831,1,SE
2832,1,SE
2833,1,SE
2834,1,SE
2836,1,SE
2838,1,SE
2839,1,SE
2840,1,SE
2841,1,SE
2842,1,SE
2843,1,SE
2845,1,SE
2846,1,SE
2847,1,LT
2848,1,RU
2850,1,IE
2852,1,CZ
2854,2,CH;RU
2856,15,BG;CA;CZ;DE;DK;FR;GB;IN;LT;NL;NO;RO;SE;TR;US
2857,1,DE
2859,1,SE
2860,3,NL;PT;US
2861,1,DE
2863,1,SE
2864,1,CZ
2865,1,SE
2872,1,TR
2875,1,RU
2877,1,LV
2886,1,US
2894,1,US
2895,1,RU
2897,1,US
2900,1,US
2901,1,US
2902,1,US
2903,1,US
2904,1,MX
2906,2,NL;US
2907,1,JP
2909,1,US
2912,1,US
2914,16,AU;BE;BR;DE;FR;GB;HK;IR;JP;KR;LT;NL;RU;SG;TW;US
2920,1,US
2923,2,IN;US
2924,3,CA;CL;US
2928,1,US
2933,1,US
2936,1,US
2939,1,US
2941,1,US
3043,1,US
3058,1,RU
3061,1,US
3064,3,AU;GB;US
3066,1,US
3067,1,ZA
3073,2,MX;US
3081,1,US
3083,1,CH
3084,1,CH
3087,1,CH
3095,1,CH
3096,1,CH
3104,1,CH
3107,1,CH
3108,1,CH
3128,1,US
3130,2,EE;US
3131,1,US
3132,1,PE
3136,1,US
3140,1,US
3141,1,MX
3145,1,US
3147,1,US
3152,1,US
3161,1,CZ
3163,1,DE
3164,1,RO
3165,1,PL
3166,1,SE
3167,1,RU
3168,1,RU
3169,2,DE;PL
3170,6,AE;AT;DE;GB;RU;US
3173,1,CH
3175,1,RU
3176,1,LB
3177,1,IR
3178,1,IQ
3179,1,RU
3180,2,CZ;RU
3181,1,RU
3185,1,NL
3187,1,BG
3188,1,TR
3190,1,AT
3191,1,RU
3194,2,IQ;US
3200,1,RU
3201,1,AT
3202,1,UA
3203,1,RU
3206,1,GB
3208,1,DZ
3209,6,BE;DE;DK;EU;NL;US
3210,1,RO
3212,1,SI
3213,1,GB
3214,11,BG;CA;DE;EE;GB;LT;NO;PS;RS;US;VU
3215,5,DE;FR;MC;NL;US
3216,3,NL;RU;US
3218,1,RU
3219,1,HU
3221,1,EE
3222,1,FI
3223,9,BG;DE;GB;HK;NL;RO;SG;US;ZA
3225,1,KW
3226,1,RU
3227,1,RU
3229,2,CZ;RU
3232,1,GB
3233,1,RO
3235,1,RU
3238,2,FI;SE
3240,1,DK
3241,1,LV
3242,1,IT
3243,1,PT
3244,2,GB;HU
3245,1,BG
3247,1,DE
3249,1,EE
3250,1,CH
3252,1,GB
3253,1,RU
3254,1,UA
3255,1,UA
3257,26,AE;BE;CA;CH;CL;CN;DE;DK;EE;ES;FR;GB;GI;HK;HN;IE;IT;NL;NO;PL;RU;SC;SE;UA;US;ZA
3258,2,DE;EE
3259,1,FR
3260,1,GR
3261,1,RU
3262,1,ES
3264,1,BG
3265,1,NL
3266,2,LT;UA
3267,1,RU
3268,1,CY
3269,3,GB;IT;NL
3271,1,DE
3272,1,DK
3273,5,AR;CL;EC;PE;US
3274,1,FI
3275,1,IT
3276,1,RU
3278,1,DE
3279,1,CZ
3280,6,BE;CH;DE;NL;RO;US
3281,1,LV
3284,1,NL
3287,1,RU
3288,1,IL
3289,1,RO
3290,1,LB
3291,1,US
3292,4,DK;NL;NO;US
3295,2,FR;US
3296,1,FR
3297,1,FR
3298,2,FR;US
3299,2,FR;US
3300,4,AU;GB;NL;US
3301,4,CH;DK;EU;SE
3302,1,IT
3303,4,CH;DE;EU;US
3304,1,BE
3306,1,SE
3308,2,DK;SE
3311,1,SA
3312,1,CZ
3313,1,IT
3314,1,HU
3316,1,RU
3319,1,UA
3320,17,AE;AT;BG;CH;CZ;DE;ES;FR;GB;IR;LT;MD;NL;SE;TR;UA;US
3323,1,GR
3324,1,ES
3325,1,RU
3326,1,UA
3327,2,NL;RU
3329,3,DE;ES;GR
3330,1,AT
3331,1,DE
3332,1,EE
3333,1,NL
3335,1,RU
3337,1,DE
3339,1,ES
3342,1,DK
3343,1,RU
3347,1,LU
3348,1,ES
3351,1,RU
3352,1,ES
3354,1,US
3356,18,AR;AT;BG;BR;CA;CH;DE;ES;FR;GB;HR;IE;LT;MX;NL;RS;US;ZA
3359,1,CA
3361,1,US
3363,1,HK
3364,1,US
3365,1,US
3366,1,US
3367,1,CA
3369,1,US
3371,1,US
3372,1,US
3373,1,US
3374,1,US
3375,1,US
3376,1,US
3377,1,US
3378,2,CA;US
3379,1,US
3380,1,US
3381,1,US
3382,1,ID
3384,1,US
3388,1,US
3389,1,US
3390,1,US
3399,1,SE
3401,1,US
3402,1,US
3408,1,US
3410,1,US
3411,1,CA
3412,1,CH
3421,1,US
3423,1,US
3424,1,US
3425,1,US
3428,1,US
3431,1,US
3443,1,US
3446,1,US
3449,1,AR
3450,1,US
3452,1,US
3454,1,MX
3455,1,US
3456,1,US
3457,3,DE;SE;US
3458,1,US
3459,1,US
3462,3,SG;TW;US
3464,1,US
3465,1,US
3470,1,US
3471,1,US
3472,1,US
3475,1,US
3477,1,US
3479,1,US
3480,1,US
3481,1,US
3482,1,US
3484,1,MX
3486,1,US
3488,1,JP
3491,15,BE;CN;FI;GB;HK;JP;MZ;NL;PH;SC;TN;TW;TZ;US;ZA
3495,1,US
3496,1,VE
3502,1,US
3503,1,US
3512,1,US
3525,1,US
3527,1,US
3538,1,US
3541,1,US
3544,1,US
3548,1,MX
3549,16,AR;AT;BR;CA;CH;CL;CO;DE;DK;EC;GB;MX;PE;SE;US;VE
3550,1,PH
3551,1,PA
3555,1,US
3557,1,US
3561,11,CA;GB;JP;LT;MU;PK;RO;SC;SE;SG;US
3562,1,US
3565,1,US
3570,1,US
3571,1,US
3573,6,AR;AU;IN;NL;US;ZA
3576,1,US
3577,1,US
3580,1,US
3582,1,US
3584,1,CA
3585,1,US
3586,1,JM
3592,1,US
3593,1,US
3595,1,US
3596,1,MX
3597,1,AR
3598,3,GB;SG;US
3599,1,US
3601,1,US
3602,1,CA
3603,1,CO
3605,2,GU;US
3606,1,US
3608,1,KR
3613,1,US
3614,1,US
3620,1,US
3624,1,DE
3629,1,US
3630,1,US
3633,2,CA;US
3634,1,US
3635,1,US
3640,1,MX
3644,1,US
3648,1,US
3651,1,US
3653,1,US
3654,1,US
3655,1,US
3657,1,US
3659,1,US
3660,1,US
3661,1,HK
3662,1,HK
3663,1,US
3671,1,US
3676,1,US
3677,1,US
3680,1,US
3681,1,US
3685,1,US
3688,1,US
3695,1,PM
3700,1,US
3701,1,US
3705,1,US
3708,1,US
3709,1,US
3713,1,US
3714,1,US
3715,1,US
3719,1,US
3724,1,US
3725,1,US
3727,1,US
3729,1,US
3730,1,US
3734,1,US
3736,2,CA;US
3737,1,US
3738,1,US
3741,6,DE;FR;GB;SC;US;ZA
3742,1,US
3743,1,US
3745,1,US
3748,1,KR
3754,1,US
3755,1,US
3756,1,US
3758,5,AU;DE;GB;SG;US
3762,1,US
3763,1,US
3766,1,CA
3769,1,US
3770,1,US
3776,1,US
3777,1,US
3778,1,US
3782,1,US
3784,1,KR
3785,1,US
3786,5,HK;JP;KR;SG;US
3789,1,US
3790,2,CR;US
3791,1,US
3794,1,US
3795,1,US
3800,1,US
3801,1,US
3804,1,CA
3807,1,US
3810,1,MX
3813,1,KR
3816,2,CO;US
3820,1,US
3826,1,US
3828,1,US
3832,1,US
3833,1,US
3834,1,US
3836,1,TH
3838,1,PR
3839,1,TH
3842,1,US
3846,1,US
3847,1,US
3848,2,CA;US
3850,1,US
3851,1,US
3853,1,US
3855,3,BM;CA;US
3856,1,US
3858,1,US
3900,2,CA;US
3902,2,FR;US
3905,1,MX
3908,2,HK;US
3909,1,US
3910,2,GB;US
3911,1,US
3912,1,US
3914,1,US
3916,1,US
3917,3,NL;US;ZA
3918,5,AU;BN;MY;NL;SG
3921,1,US
3923,1,US
3925,1,US
3926,1,US
3927,2,EE;US
3930,1,US
3931,1,US
3933,1,US
3935,1,US
3938,1,US
3943,1,US
3944,1,US
3949,8,AU;CA;DE;GB;JP;SG;US;ZA
3954,1,US
3955,1,US
3958,1,CA
3967,1,US
3968,1,MX
3970,4,JP;MU;US;UY
3976,1,KR
3999,1,US
4004,1,IE
4007,1,NP
4010,1,US
4015,1,US
4021,1,US
4039,1,US
4040,1,KR
4043,1,US
4046,1,US
4049,2,AU;NZ
4057,1,US
4058,2,HK;US
4128,1,US
4130,1,US
4133,1,US
4134,6,AE;CN;GB;HK;US;ZA
4136,1,US
4138,1,US
4143,1,CA
4150,1,US
4152,1,US
4158,1,HK
4172,1,US
4179,1,US
4181,1,US
4182,1,US
4184,3,IE;SE;US
4185,1,US
4186,1,US
4188,1,US
4190,1,US
4192,1,US
4193,1,US
4195,2,IN;US
4196,1,US
4199,1,US
4201,1,US
4202,1,KR
4205,1,US
4208,1,US
4211,1,US
4213,2,TH;US
4224,2,DE;US
4229,2,SG;US
4230,2,BR;US
4232,1,US
4237,2,AU;US
4241,1,US
4243,3,GB;IN;US
4246,1,US
4249,1,US
4255,1,US
4258,1,US
4261,1,US
4262,1,US
4263,1,US
4264,1,US
4265,1,US
4266,1,US
4268,1,US
4269,2,NL;US
4270,1,AR
4274,1,TH
4277,1,US
4282,1,US
4283,1,US
4284,1,US
4297,1,US
4306,1,US
4307,1,US
4309,1,US
4310,1,US
4314,1,US
4318,1,US
4319,1,US
4324,1,US
4352,1,HK
4354,1,US
4356,1,US
4358,1,US
4364,1,US
4366,1,US
4367,1,US
4373,2,GB;US
4374,1,US
4382,1,ID
4385,1,US
4387,1,AR
4390,1,US
4393,1,US
4405,1,CH
4410,1,CH
4427,1,CH
4434,1,ID
4443,1,US
4451,1,US
4452,1,US
4454,1,US
4455,3,FR;GB;US
4459,1,US
4466,1,US
4468,2,NL;US
4469,1,CA
4470,1,CA
4473,1,US
4474,1,US
4476,1,CA
4493,1,MX
4497,1,US
4503,1,US
4505,1,US
4508,1,CA
4511,1,US
4514,1,US
4515,4,CN;DE;HK;US
4528,1,HK
4531,1,US
4538,1,CN
4539,1,US
4540,2,CA;US
4543,1,US
4544,1,US
4546,3,GB;KR;US
4549,1,US
4556,1,US
4557,1,US
4563,1,US
4565,3,CA;SE;US
4566,1,US
4574,1,US
4576,1,US
4577,1,US
4578,1,US
4581,1,US
4583,1,US
4589,5,BE;DE;FR;GB;US
4594,1,HK
4597,2,DE;US
4600,1,US
4604,1,US
4605,1,HK
4608,2,AU;JP
4609,3,MO;SG;US
4611,1,CN
4613,1,NP
4616,1,HK
4618,1,TH
4621,1,TH
4622,1,ID
4623,1,HK
4628,2,PH;SG
4631,2,SG;US
4637,9,AU;GB;HK;JP;KR;NZ;PG;SG;US
4638,1,FJ
4641,1,HK
4642,1,HK
4643,1,AU
4645,1,HK
4646,1,HK
4647,1,AU
4648,3,NZ;TK;US
4651,1,TH
4653,1,AU
4655,1,HK
4656,1,HK
4657,2,SG;US
4658,1,HK
4661,1,PK
4662,1,TW
4663,1,KR
4664,1,KR
4665,1,KR
4667,1,NZ
4668,1,KR
4669,1,KR
4670,1,KR
4671,1,KR
4672,1,JP
4673,1,JP
4675,1,JP
4677,1,JP
4678,1,JP
4680,1,JP
4685,1,JP
4686,5,BD;JP;LT;PK;US
4690,1,JP
4693,1,JP
4694,1,JP
4695,1,JP
4697,1,JP
4711,1,JP
4713,3,JP;SG;US
4717,1,JP
4718,1,JP
4721,1,JP
4723,1,JP
